frame_path,label
video_frames/Screen_Recording_2026_06_19_140239_frame_000000.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_000060.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_000120.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_000180.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_000240.jpg,1
video_frames/Screen_Recording_2026_06_19_140239_frame_000300.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_000360.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_000420.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_000480.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_000540.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_000600.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_000660.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_000720.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_000780.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_000840.jpg,1
video_frames/Screen_Recording_2026_06_19_140239_frame_000900.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_000960.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_001020.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_001080.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_001140.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_001200.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_001260.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_001320.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_001380.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_001440.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_001500.jpg,1
video_frames/Screen_Recording_2026_06_19_140239_frame_001560.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_001620.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_001680.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_001740.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_001800.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_001860.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_001920.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_001980.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_002040.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_002100.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_002160.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_002220.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_002280.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_002340.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_002400.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_002460.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_002520.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_002580.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_002640.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_002700.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_002760.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_002820.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_002880.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_002940.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_003000.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_003060.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_003120.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_003180.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_003240.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_003300.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_003360.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_003420.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_003480.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_003540.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_003600.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_003660.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_003720.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_003780.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_003840.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_003900.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_003960.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_004020.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_004080.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_004140.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_004200.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_004260.jpg,1
video_frames/Screen_Recording_2026_06_19_140239_frame_004320.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_004380.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_004440.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_004500.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_004560.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_004620.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_004680.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_004740.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_004800.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_004860.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_004920.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_004980.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_005040.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_005100.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_005160.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_005220.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_005280.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_005340.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_005400.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_005460.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_005520.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_005580.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_005640.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_005700.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_005760.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_005820.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_005880.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_005940.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_006000.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_006060.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_006120.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_006180.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_006240.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_006300.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_006360.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_006420.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_006480.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_006540.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_006600.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_006660.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_006720.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_006780.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_006840.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_006900.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_006960.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_007020.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_007080.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_007140.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_007200.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_007260.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_007320.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_007380.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_007440.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_007500.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_007560.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_007620.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_007680.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_007740.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_007800.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_007860.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_007920.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_007980.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_008040.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_008100.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_008160.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_008220.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_008280.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_008340.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_008400.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_008460.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_008520.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_008580.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_008640.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_008700.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_008760.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_008820.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_008880.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_008940.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_009000.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_009060.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_009120.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_009180.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_009240.jpg,1
video_frames/Screen_Recording_2026_06_19_140239_frame_009300.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_009360.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_009420.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_009480.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_009540.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_009600.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_009660.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_009720.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_009780.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_009840.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_009900.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_009960.jpg,0
video_frames/Screen_Recording_2026_06_19_140239_frame_010020.jpg,0
